"Label","Sample_ID","Condition","Identifiant","Groupe_de_Fibre","Type_de_Mesure","Area","Mean","StdDev","Min","Max","Major","Minor","Angle","Circ.","IntDen","Median","Skew","Kurt","X.Area","RawIntDen","Slice","AR","Round","Solidity","MinThr","MaxThr","Moyenne_Background","Repos","VMA","AIT","Repos_centrage","VMA_centrage"
"1097-1666","91_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIa","lactylated_nuclei",370,71.082,46.19,13,189,38.459,12.249,80.571,0.605,28560,64,0.697,-0.712,100,28560,1,3.14,0.319,0.975,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1206-1636","91_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIa","lactylated_nuclei",587,15.43,9.066,7,50,33.524,22.294,84.893,0.919,12642,21,0.406,-0.755,100,12642,1,1.504,0.665,0.984,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1231-0027","91_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIa","lactylated_nuclei",135,7.76,3.323,8,24,21.989,7.817,114.93,0.638,1872,13,1.059,0.845,100,1872,1,2.813,0.355,0.996,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1236-1390","91_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIa","lactylated_nuclei",146,39.927,19.712,18,117,20.781,8.945,148.347,0.705,6721,42,1.301,1.691,100,6721,1,2.323,0.43,0.964,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1259-1585","91_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIa","lactylated_nuclei",108,18.986,4.835,13,36,16.984,8.096,3.387,0.801,2710,25,-0.128,-0.335,100,2710,1,2.098,0.477,0.969,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1622-1450","91_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIa","lactylated_nuclei",225,68.951,36.897,18,171,24.467,11.709,6.707,0.782,16888,66,0.707,-0.435,100,16888,1,2.09,0.479,1.014,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1689-1646","91_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIa","lactylated_nuclei",311,81.301,34.976,26,165,29.49,13.427,74.593,0.734,27184,85,0.13,-1.05,100,27184,1,2.196,0.455,0.998,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1706-1768","91_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIa","lactylated_nuclei",408,26.457,14.567,13,81,33.976,15.29,134.746,0.777,13286,29,1.15,0.694,100,13286,1,2.222,0.45,1.002,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1719-1421","91_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIa","lactylated_nuclei",276,37.335,14.711,12,75,24.351,14.431,51.727,0.875,11990,43,0.106,-0.994,100,11990,1,1.687,0.593,0.989,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1807-1576","91_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIa","lactylated_nuclei",335,21.156,16.279,7,70,34.271,12.446,166.101,0.66,9133,24,0.538,-0.972,100,9133,1,2.754,0.363,0.97,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"0210-0426","93_Plan1-P2_AIT1","Exercice Aigu Intermittent","AIT1","Fibre IIa","lactylated_nuclei",266,7.314,4.097,7,27,25.046,13.522,128.683,0.852,3570,13,1.172,1.133,100,3570,1,1.852,0.54,0.98,0,255,6.107,2.8,10.3,7.8,-0.414603606668922,2.76782579108538
"1924-1024","261_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",577,7.124,4.615,6,32,27.105,27.105,0,1,7641,12,0.78,0.37,100,7641,1,1,1,0.993,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1948-1671","261_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",200,3.281,2.244,6,17,20.998,12.127,90,0.901,1880,9,0.869,0.489,100,1880,1,1.732,0.578,1.02,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0820-1749","262_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIa","lactylated_nuclei",498,3.582,1.972,6,15,29.839,21.25,0,0.96,4831,10,0.228,-0.528,100,4831,1,1.404,0.712,1.008,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0542-1983","262_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",534,7.128,4.228,6,28,31.057,21.892,101.155,0.932,7074,13,0.76,0.268,100,7074,1,1.419,0.705,1.007,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0999-1714","262_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",400,2.379,2.263,5,18,24.013,21.209,90,1,3399,8,1.46,2.833,100,3399,1,1.132,0.883,1.015,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1398-1378","262_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",521,14.693,10.482,8,54,33.762,19.648,28.823,0.848,10843,18,0.933,0.032,100,10843,1,1.718,0.582,0.999,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1456-0964","262_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",651,20.273,14.759,8,89,39.37,21.053,90,0.881,17181,22,1.069,0.771,100,17181,1,1.87,0.535,1.022,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1642-0735","262_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",382,7.996,6.694,6,35,26.788,18.157,90,0.942,5392,11,1.011,-0.069,100,5392,1,1.475,0.678,1.011,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1808-1006","262_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",341,4.887,2.065,7,17,28.789,15.081,64.466,0.831,3753,11,0.355,-0.501,100,3753,1,1.909,0.524,0.993,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1835-0866","262_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",657,32.953,17.636,11,111,39.429,21.216,19.053,0.842,25670,35,1.123,1.247,100,25670,1,1.858,0.538,0.968,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1863-0314","262_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",592,15.639,9.923,7,70,37.403,20.153,54.08,0.855,12881,19,1.555,2.878,100,12881,1,1.856,0.539,0.998,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1939-0381","262_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",760,2.907,2.4,5,21,35.915,26.943,0,0.965,6860,8,1.39,2.179,100,6860,1,1.333,0.75,0.979,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1366-0802","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIa","lactylated_nuclei",398,10.361,6.333,7,36,23.454,21.606,139.181,0.933,6559,15,0.778,-0.121,100,6559,1,1.085,0.921,0.982,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1408-0648","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIa","lactylated_nuclei",638,25.861,18.425,10,88,29.967,27.108,0,0.999,20403,26,1.157,0.479,100,20403,1,1.105,0.905,0.994,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0198-1215","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",255,5.952,2.868,6,20,21.162,15.343,146.173,0.912,3078,12,0.266,-0.485,100,3078,1,1.379,0.725,1.008,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0410-1492","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",639,51.914,43.758,12,248,32.911,24.721,155.586,0.908,37083,44,1.794,3.379,100,37083,1,1.331,0.751,1.006,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0428-1044","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",496,35.187,24.133,12,156,27.786,22.729,164.378,0.919,20488,36,1.871,4.443,100,20488,1,1.222,0.818,0.976,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0485-1597","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",293,18.161,5.886,13,42,27.64,13.497,118.159,0.801,7114,23,0.623,-0.033,100,7114,1,2.048,0.488,0.99,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0525-0825","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",424,13.268,9.05,6,48,29.894,18.059,90,0.909,8220,18,0.487,-0.627,100,8220,1,1.655,0.604,1.014,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0542-0130","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",381,6.506,3.895,6,29,26.171,18.536,111.004,0.913,4810,12,0.912,0.901,100,4810,1,1.412,0.708,1.012,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0589-1049","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",424,31.091,13.654,9,80,29.297,18.427,82.5,0.869,15777,38,0.239,-0.384,100,15777,1,1.59,0.629,0.981,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0597-1551","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",292,30.374,15.395,11,73,20.625,18.026,75.867,0.975,10656,34,0.378,-0.779,100,10656,1,1.144,0.874,0.993,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0634-0960","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",596,6.992,8.975,6,51,36.191,20.968,0,0.903,7814,9,1.926,3.326,100,7814,1,1.726,0.579,1,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0673-1704","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",414,25.664,14.361,13,77,29.324,17.976,89.714,0.856,13158,27,1.117,0.632,100,13158,1,1.631,0.613,0.996,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0719-1677","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",1051,39.549,22.988,10,111,38.149,35.077,65.659,0.893,47997,47,0.105,-1.193,100,47997,1,1.088,0.919,0.99,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0798-1525","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",615,21.278,8.304,11,56,31.21,25.089,164.851,0.894,16849,27,0.395,-0.261,100,16849,1,1.244,0.804,0.975,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0858-1422","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",590,49.55,40.406,13,196,32.572,23.063,83.382,0.95,32845,41,1.422,1.457,100,32845,1,1.412,0.708,1.003,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0872-1713","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",252,72.103,56.078,19,250,24.154,13.284,71.973,0.851,19712,56,1.495,1.272,100,19712,1,1.818,0.55,0.986,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1156-1271","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",209,22.077,12.309,10,63,18.195,14.625,98.836,0.971,5893,24,0.669,-0.551,100,5893,1,1.244,0.804,1.012,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1162-1807","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",707,17.188,21.69,6,123,33.201,27.113,90,0.995,16478,15,2.299,5.019,100,16478,1,1.225,0.817,1,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1228-0875","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",267,17.51,11.205,9,53,22.635,15.019,32.425,0.813,6309,21,0.744,-0.415,100,6309,1,1.507,0.664,0.934,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1327-0955","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",447,31.63,23.03,9,102,26.934,21.13,90,0.98,16874,33,0.487,-0.941,100,16874,1,1.275,0.785,1,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1442-1003","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",313,9.018,7.418,6,37,25.211,15.808,83.86,0.902,4738,12,1.023,-0.0009649,100,4738,1,1.595,0.627,1.006,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1530-1371","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",988,15.446,14.208,6,72,41.964,29.977,0,0.957,21306,17,1.23,0.702,100,21306,1,1.4,0.714,1.004,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1750-1404","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",405,29.617,10.621,12,70,36.09,14.288,26.237,0.658,14473,35,0.499,0.393,100,14473,1,2.526,0.396,0.911,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1864-1045","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",938,32.617,16.267,11,89,38.813,30.771,153.913,0.926,36334,37,0.483,-0.492,100,36334,1,1.261,0.793,1.005,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1971-0409","263_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",214,3.741,4.344,6,33,18.213,14.96,90,0.997,2110,8,3.04,10.648,100,2110,1,1.217,0.821,1.029,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1390-1642","264_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",447,24.319,9.748,9,74,26.934,21.13,90,0.98,13606,30,0.601,1.172,100,13606,1,1.275,0.785,1,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1644-1389","264_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",256,5.94,2.893,7,21,18.054,18.054,0,1,3087,11,0.708,-0.036,100,3087,1,1,1,1.032,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0669-1408","265_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIa","lactylated_nuclei",295,71.891,21.245,34,124,22.219,16.905,143.828,0.961,23013,80,-0.139,-0.668,100,23013,1,1.314,0.761,1.007,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0671-0422","265_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",342,26.937,10.859,15,66,31.626,13.768,169.283,0.732,11305,32,0.491,-0.626,100,11305,1,2.297,0.435,1.004,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0955-0045","265_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",371,66.87,34.586,18,172,24.681,19.139,34.793,0.964,27079,74,0.245,-0.817,100,27079,1,1.29,0.775,1.015,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1045-0192","265_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",272,57.002,26.995,20,134,22.64,15.297,134.497,0.927,17169,62,0.552,-0.123,100,17169,1,1.48,0.676,1.007,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1122-0156","265_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",211,55.772,25.447,15,120,18.524,14.503,46.863,0.97,13059,63,0.15,-0.787,100,13059,1,1.277,0.783,0.979,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1257-0477","265_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",340,49.713,16.361,19,101,23.941,18.082,90,0.972,18983,55,0.131,-0.603,100,18983,1,1.324,0.755,1.018,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1444-0320","265_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",266,45.122,17.821,16,92,20.341,16.651,62.603,0.942,13630,49,0.351,-0.799,100,13630,1,1.222,0.819,0.978,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1826-0548","265_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",339,19.866,6.883,12,43,31.94,13.514,1.405,0.735,8809,25,0.272,-0.788,100,8809,1,2.363,0.423,0.98,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0183-0156","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre I","lactylated_nuclei",568,7.897,6.787,6,40,30.125,24.007,0,0.986,7961,12,1.147,0.75,100,7961,1,1.255,0.797,1.004,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1638-0912","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre I","lactylated_nuclei",568,51.929,23.88,15,133,30.125,24.007,0,0.986,32971,59,0.125,-0.487,100,32971,1,1.255,0.797,1.004,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0021-1036","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",474,31.647,15.83,9,77,33.164,18.198,0,0.889,17901,38,0.116,-0.745,100,17901,1,1.822,0.549,1.026,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0237-0715","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",251,48.471,23.278,21,114,20.875,15.309,125.404,0.879,13702,48,0.702,-0.501,100,13702,1,1.364,0.733,0.986,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0249-0400","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",844,19.733,13.424,5,69,44.782,23.997,0,0.862,21819,25,0.529,-0.409,100,21819,1,1.866,0.536,1,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0417-0560","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",239,38.73,14.105,20,80,20.236,15.038,153.894,0.872,10719,44,0.066,-1.077,100,10719,1,1.346,0.743,1.002,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0478-0250","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",447,8.995,10.975,5,64,26.934,21.13,0,0.98,6756,10,1.566,2.079,100,6756,1,1.275,0.785,1,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0554-0514","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",266,68.351,41.893,23,204,18.841,17.976,65.414,0.968,19809,62,1.021,0.324,100,19809,1,1.048,0.954,0.983,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0627-0895","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",533,41.935,11.077,18,73,30.403,22.321,36.452,0.923,25613,50,-0.397,-0.408,100,25613,1,1.362,0.734,0.977,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0631-0451","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",663,17.861,6.888,9,44,32.715,25.803,125.851,0.95,15899,24,0.076,-0.551,100,15899,1,1.268,0.789,1.004,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0648-0141","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",256,25.135,11.522,11,57,20.937,15.568,157.036,0.943,8001,31,0.183,-1.074,100,8001,1,1.345,0.744,0.994,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0717-1566","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",285,36.239,11.923,19,70,22.629,16.036,1.967,0.863,12072,42,0.23,-1.036,100,12072,1,1.411,0.709,0.974,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0784-1260","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",214,35.245,26.617,11,98,18.213,14.96,0,0.997,8852,33,0.666,-0.968,100,8852,1,1.217,0.821,1.029,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0807-1512","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",323,57.801,19.138,27,132,24.295,16.928,149.366,0.895,20646,61,0.589,0.188,100,20646,1,1.435,0.697,0.989,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0845-1314","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",311,86.045,33.382,32,184,22.024,17.979,121.907,0.954,28663,84,0.577,-0.367,100,28663,1,1.225,0.816,1,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0910-0168","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",214,38.502,19.721,10,88,18.213,14.96,0,0.997,9549,41,0.369,-0.785,100,9549,1,1.217,0.821,1.029,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0944-1014","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",304,31.085,15.971,9,78,23.185,16.695,63.102,0.911,11310,37,0.175,-0.962,100,11310,1,1.389,0.72,0.993,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0982-1366","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",433,58.705,35.987,15,154,29.564,18.648,46.432,0.874,28069,56,0.681,-0.561,100,28069,1,1.585,0.631,0.981,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"0987-1222","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",248,43.514,14.768,21,81,26.594,11.873,120.259,0.773,12309,50,-0.085,-1.146,100,12309,1,2.24,0.446,0.986,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1008-0745","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",256,34.287,22.364,11,112,27.033,12.057,0,0.797,10344,31,1.141,0.536,100,10344,1,2.242,0.446,1,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1093-0078","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",773,32.784,20.344,10,122,37.968,25.922,78.104,0.902,30072,36,0.699,0.006,100,30072,1,1.465,0.683,0.996,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1095-1143","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",559,28.01,17.015,8,90,41.162,17.291,24.294,0.728,19078,31,0.786,0.193,100,19078,1,2.38,0.42,0.983,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1101-0819","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",512,83.182,57.377,15,255,36.058,18.079,0,0.846,45722,79,0.93,0.348,100,45722,1,1.994,0.501,1.016,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1186-0220","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",234,32.031,11.296,21,77,19.937,14.944,173.869,0.927,8927,36,1.249,1.479,100,8927,1,1.334,0.75,0.957,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1191-1285","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",764,51.034,19.625,14,103,36.389,26.732,28.668,0.877,43665,59,-0.083,-0.932,100,43665,1,1.361,0.735,0.99,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1209-1684","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",508,29.853,17.266,9,70,26.913,24.033,0,0.993,18274,36,0.07,-1.327,100,18274,1,1.12,0.893,0.992,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
"1268-0354","266_Plan2-P2_AIT2","Exercice Aigu Intermittent","AIT2","Fibre IIb/IIx","lactylated_nuclei",205,19.159,6.776,12,46,18.867,13.834,14.399,0.93,5182,26,0.121,-0.388,100,5182,1,1.364,0.733,1.012,0,255,6.119,3.5,7.6,9.5,0.285396393331078,0.0678257910853777
